date;Inflation Total Monthly;Inflation Total Monthly Annualized;Inflation Total Quarterly;Inflation Total Quarterly Annualized;Inflation Total Annual;Inflation Core Monthly;Inflation Core Monthly Annualized;Inflation Core Quarterly;Inflation Core Quarterly Annualized;Inflation Core Annual
1970-01-01;;;;;;;;;;
1970-02-01;0.005277044854881341;0.06519516994000929;;;;0.005050505050504972;0.06231822875236981;;;
1970-03-01;0.005249343832020914;0.06484299807625926;;;;0.007537688442211143;0.0942980027109801;;;
1970-04-01;0.005221932114882533;0.0644946093156713;0.0158311345646438;0.06484422070210383;;0.007481296758104605;0.09356325721822367;0.02020202020202011;0.08328995661766236;
1970-05-01;0.0025974025974027093;0.031617977952504095;0.013123359580052396;0.05353584393550692;;0.0024752475247524774;0.03011069747630235;0.017587939698492594;0.07222963052464904;
1970-06-01;0.005181347150258864;0.06397898725218587;0.01305483028720622;0.05325082142317106;;0.007407407407407307;0.09260121343348127;0.0174563591022443;0.07167515362393995;
1970-07-01;0.002577319587628857;0.03137003342534039;0.010389610389610393;0.04221060321922088;;0.002450980392156854;0.029811503994838784;0.012376237623762387;0.05043158423833338;
1970-08-01;0.0025706940874037354;0.03128824708656697;0.010362694300518172;0.04209955254236486;;0.004889975550122383;0.060283898927674606;0.014814814814814836;0.06058918600559626;
1970-09-01;0.00512820512820511;0.06330417699760327;0.01030927835051565;0.04187919474913704;;0.0048661800486617945;0.05998265160278504;0.01225490196078427;0.049928088023606376;
1970-10-01;0.005102040816326481;0.06297208038448376;0.01285347043701801;0.052413673431554564;;0.004842615012106588;0.05968439925099989;0.014669926650366705;0.059983621671801046;
1970-11-01;0.005076142131979822;0.06264344894871576;0.01538461538461533;0.06297320121844452;;0.0072289156626506035;0.09028043997375734;0.01703163017031617;0.06988682528080092;
1970-12-01;0.005050505050504972;0.06231822875236981;0.015306122448979442;0.06264455250168166;;0.004784688995215447;0.058951581945852816;0.016949152542373058;0.06953981151506583;
1971-01-01;0.002512562814070307;0.030570919303423594;0.012690355329949332;0.05173589284483637;0.05277044854881274;0.0023809523809523725;0.028948563641530534;0.014457831325301207;0.059097630731605566;0.06313131313131315
1971-02-01;0.0;0.0;0.007575757575757569;0.03064912536859543;0.04724409448818889;0.002375296912114022;0.028878901432352944;0.009569377990430672;0.038830463504494706;0.06030150753768848
1971-03-01;0.0025062656641603454;0.03049324124991526;0.005025125628140836;0.020252522051322552;0.044386422976501416;0.0;0.0;0.004761904761904745;0.01918410590237607;0.052369077306733125
1971-04-01;0.0024999999999999467;0.030415956913506736;0.005012531328320913;0.02020138253530579;0.04155844155844157;0.004739336492890933;0.05837815541328517;0.0071258907363420665;0.028809682799529446;0.04950495049504955
1971-05-01;0.004987531172069737;0.061519758435568894;0.010025062656641603;0.040707302165439385;0.04404145077720201;0.004716981132075526;0.05809560415487347;0.009478672985781866;0.03845717791938008;0.051851851851851816
1971-06-01;0.00496277915632759;0.061206068634752864;0.012499999999999956;0.05094533691406222;0.04381443298969079;0.004694835680751019;0.057815774136328324;0.0142180094786728;0.05809648632571918;0.0490196078431373
1971-07-01;0.0024691358024691024;0.03003533753797183;0.012468827930174564;0.050815920109854806;0.04370179948586128;0.00233644859813098;0.028400497483526133;0.011792452830188704;0.04801076184714104;0.0488997555012225
1971-08-01;0.0024630541871921707;0.02996035384730633;0.00992555831265518;0.04029725453638289;0.04358974358974366;0.002331002331002363;0.02833344483125777;0.009389671361502261;0.03809100018526923;0.04622871046228716
1971-09-01;0.002457002457002311;0.02988574359378937;0.007407407407407307;0.029960476515737078;0.04081632653061207;0.0;0.0;0.004672897196261738;0.01882301322003599;0.041162227602905554
1971-10-01;0.002450980392156854;0.029811503994838784;0.00738916256157629;0.02988586535253024;0.038071065989847774;0.0023255813953488857;0.028266708031467358;0.004662004662004726;0.018778830146607417;0.03855421686746996
1971-11-01;0.0024449877750611915;0.02973763229543369;0.0073710073710073765;0.029811624852858154;0.03535353535353525;0.002320185614849146;0.028200284857793356;0.0046511627906977715;0.01873485400290953;0.03349282296650724
1971-12-01;0.0024390243902439046;0.02966412576779187;0.007352941176470784;0.02973775226159514;0.03266331658291466;0.0023148148148146586;0.028134173104751525;0.006976744186046435;0.028200387241023694;0.030952380952380842
1972-01-01;0.0024330900243310083;0.02959098171103447;0.007334963325183574;0.029664244850849952;0.03258145363408538;0.004618937644341958;0.056857240806016174;0.009280742459396807;0.03764296782226806;0.03325415676959609
1972-02-01;0.004854368932038833;0.05983315385294774;0.009756097560975618;0.03959920233876835;0.03759398496240607;0.0022988505747125743;0.027937684622578285;0.0092592592592593;0.03755462300848089;0.033175355450236976
1972-03-01;0.0;0.0;0.007299270072992581;0.029518314793522737;0.03499999999999992;0.0;0.0;0.006928406466512715;0.02800297539940022;0.033175355450236976
1972-04-01;0.0024154589371980784;0.02937369775378662;0.007281553398058138;0.029445886824343903;0.034912718204488824;0.004587155963302614;0.05645609938049523;0.006896551724137945;0.027872895779753826;0.03301886792452824
1972-05-01;0.002409638554216942;0.029301977098223464;0.004830917874396157;0.019464149618643845;0.032258064516129226;0.0022831050228311334;0.027743921481919065;0.006880733944954143;0.027808308078668187;0.030516431924882514
1972-06-01;0.0024038461538462563;0.02923060580119774;0.007246376811594235;0.02930209189336419;0.029629629629629672;0.002277904328018332;0.027679929622710375;0.00917431192660545;0.03720535152055415;0.028037383177570208
1972-07-01;0.0023980815347719453;0.02915958131643559;0.0072289156626506035;0.0292307197635584;0.029556650246305383;0.002272727272727204;0.027616232263121043;0.006849315068493178;0.027680026467132413;0.027972027972028135
1972-08-01;0.0023923444976077235;0.02908890112236251;0.007211538461538325;0.029159694454055973;0.029484029484029284;0.0045351473922901064;0.05579995963897888;0.009111617312072884;0.03694763140422208;0.03023255813953485
1972-09-01;0.004773269689737569;0.058807172073031655;0.00959232613908867;0.038924919811353265;0.031862745098039325;0.0;0.0;0.006818181818181834;0.027552922897385868;0.03023255813953485
1972-10-01;0.002375296912114022;0.028878901432352944;0.009569377990430672;0.038830463504494706;0.03178484107579482;0.0022573363431150906;0.027426886992724553;0.006802721088435382;0.027489807819027545;0.030162412993039345
1972-11-01;0.004739336492890933;0.05837815541328517;0.01193317422434359;0.04859391822465442;0.034146341463414664;0.0;0.0;0.0022573363431150906;0.009059964812258459;0.02777777777777768
1972-12-01;0.002358490566037874;0.028671911889074586;0.009501187648456089;0.0385498249297318;0.03406326034063256;0.0045045045045044585;0.05541354410332788;0.006772009029345494;0.02736444111850811;0.03002309468822184
1973-01-01;0.004705882352941337;0.057955351452952275;0.011848341232227444;0.04824233700783309;0.03640776699029136;0.0;0.0;0.0045045045045044585;0.01814012739040205;0.025287356321839205
1973-02-01;0.007025761124121788;0.08764449650952288;0.014150943396226356;0.05781664373898732;0.03864734299516903;0.004484304932735439;0.05515889265477236;0.009009009009008917;0.036525940848816996;0.02752293577981635
1973-03-01;0.009302325581395321;0.11751995587629072;0.021176470588235352;0.08743472664551444;0.048309178743961345;0.0044642857142858094;0.0549065704513334;0.008968609865470878;0.036359947304424045;0.032110091743119185
1973-04-01;0.00691244239631339;0.0861767179040347;0.023419203747072626;0.09701924832258868;0.053012048192771166;0.0022222222222223476;0.026995018973074547;0.011210762331838486;0.04560278820337693;0.029680365296803846
1973-05-01;0.004576659038901587;0.05632364016134628;0.020930232558139528;0.08638624596751909;0.05528846153846145;0.0044345898004434225;0.05453238506496172;0.01116071428571419;0.04539580270182486;0.03189066059225509
1973-06-01;0.006833712984054774;0.08515803203381656;0.018433179723502446;0.07579658009335866;0.05995203836930463;0.002207505518763808;0.02681406795964536;0.008888888888888946;0.03603244520042703;0.031818181818181746
1973-07-01;0.0;0.0;0.011441647597254079;0.04655806668905571;0.05741626794258381;0.0022026431718062955;0.026754288806030813;0.008869179600886845;0.03595148935399495;0.03174603174603163
1973-08-01;0.018099547511312153;0.240174887824401;0.02505694760820054;0.10405821645055746;0.07398568019093088;0.00439560439560438;0.05404133152303947;0.008830022075055233;0.03579066400070885;0.031602708803611934
1973-09-01;0.004444444444444473;0.054656545687868485;0.02262443438914019;0.09361551237822074;0.07363420427553447;0.006564551422319376;0.08168194161611497;0.013215859030837107;0.053920653279813324;0.038374717832957206
1973-10-01;0.008849557522123908;0.1115190087729434;0.03167420814479627;0.13284448115955794;0.08056872037914697;0.006521739130434634;0.08112998355726408;0.01758241758241752;0.07220635615964821;0.04279279279279269
1973-11-01;0.006578947368421018;0.08186759957358891;0.020000000000000018;0.08243215999999998;0.08254716981132071;0.004319654427645814;0.05308528051246375;0.017505470459518557;0.07188208233074289;0.04729729729729737
1973-12-01;0.008714596949890963;0.10973597681735425;0.02433628318584069;0.10095666469515097;0.0894117647058823;0.004301075268817289;0.05285152886153521;0.01521739130434785;0.06227312833448284;0.047085201793722
1974-01-01;0.010799136069114423;0.13757056146585156;0.02631578947368407;0.10949165905725033;0.09601873536299754;0.004282655246252487;0.052619826319327156;0.012958963282937441;0.05285219475000158;0.05156950672645744
1974-02-01;0.010683760683760646;0.13601339419201386;0.030501089324618702;0.12770062414766725;0.09999999999999987;0.006396588486140775;0.07951795730648237;0.01505376344086029;0.06158844556276266;0.0535714285714286
1974-03-01;0.010570824524312794;0.13449104061264405;0.03239740820734349;0.13602430307367142;0.10138248847926268;0.008474576271186418;0.1065714194014129;0.01927194860813697;0.07934501141917849;0.057777777777777706
1974-04-01;0.006276150627615218;0.07796871569183272;0.0277777777777779;0.11582706999695214;0.10068649885583514;0.006302521008403339;0.07830775435065718;0.021321961620469176;0.08805458352732076;0.06208425720620836
1974-05-01;0.01039501039501034;0.13212482771754952;0.02748414376321362;0.11455245828700256;0.1070615034168565;0.012526096033403045;0.16111357411395244;0.02754237288135597;0.11480513342285437;0.07064017660044164
1974-06-01;0.008230452674897082;0.10336125434125165;0.025104602510460206;0.10426354145480499;0.10859728506787314;0.010309278350515427;0.1309726356415981;0.02941176470588225;0.12293988936914024;0.07929515418502198
1974-07-01;0.006122448979591688;0.07599454847769249;0.02494802494802495;0.10358902186858931;0.1153846153846152;0.010204081632652962;0.129560317635957;0.03340292275574108;0.14045654537003194;0.08791208791208782
1974-08-01;0.012170385395537497;0.15622809003488558;0.026748971193415683;0.11136599783775991;0.10888888888888881;0.014141414141414232;0.18353803298075544;0.035051546391752675;0.1477516193269437;0.09846827133479219
1974-09-01;0.014028056112224574;0.18195149579012448;0.03265306122448974;0.13714997787434435;0.11946902654867242;0.009960159362549792;0.1262917585798664;0.03469387755102038;0.14616598909485323;0.10217391304347823
1974-10-01;0.007905138339920903;0.09909671817819743;0.034482758620689724;0.14523082056495262;0.11842105263157898;0.009861932938856066;0.12497797465456162;0.03434343434343434;0.14461398582740315;0.10583153347732188
1974-11-01;0.009803921568627416;0.12420272928946186;0.03206412825651306;0.1345580815461176;0.12200435729847503;0.0078125;0.09788509176774318;0.027888446215139417;0.11630774505109986;0.10967741935483866
1974-12-01;0.007766990291262044;0.09729031418795175;0.025691699604742935;0.1067954472794923;0.12095032397408212;0.007751937984496138;0.09709365689948601;0.02564102564102555;0.10657674001627848;0.1134903640256959
1975-01-01;0.007707129094412402;0.09650842324952591;0.025490196078431282;0.10592595609502187;0.11752136752136755;0.005769230769230749;0.0714703133700012;0.021484374999999778;0.08874685016053174;0.11513859275053306
1975-02-01;0.005736137667304186;0.07104733132882979;0.021359223300970953;0.08821337757098524;0.11205073995771686;0.009560229445506607;0.12095145234163796;0.02325581395348819;0.09631885564558962;0.11864406779661008
1975-03-01;0.0038022813688212143;0.046593758793923135;0.01734104046242768;0.07118938099708627;0.10460251046025104;0.0037878787878788955;0.04641357436353699;0.019230769230769162;0.07917059648646729;0.11344537815126055
1975-04-01;0.0037878787878788955;0.04641357436353699;0.013384321223709472;0.05462174798585395;0.10187110187110182;0.005660377358490454;0.07007957132821296;0.019120458891013437;0.07870348205401001;0.11273486430062629
1975-05-01;0.0018867924528302993;0.022877952516427547;0.009505703422053147;0.0385684079186559;0.09259259259259256;0.0037523452157599557;0.045969150901614686;0.013257575757575912;0.05409423459470819;0.10309278350515472
1975-06-01;0.007532956685499137;0.09423633373441165;0.013257575757575912;0.05409423459470819;0.09183673469387754;0.005607476635513864;0.06940429435204543;0.015094339622641506;0.06175820125541143;0.09795918367346923
1975-07-01;0.009345794392523255;0.1180976472702644;0.018867924528301883;0.07763468412128494;0.09533468559837743;0.003717472118959231;0.04553315633328703;0.013133208255159623;0.053576810648757967;0.09090909090909083
1975-08-01;0.0037037037037037646;0.04536106509397131;0.020715630885122405;0.08547309128201874;0.08617234468937895;0.0037037037037037646;0.04536106509397131;0.013084112149532867;0.053372601535460085;0.07968127490039834
1975-09-01;0.007380073800737907;0.09224552485742787;0.020560747663551426;0.08481440319306444;0.07905138339920947;0.005535055350553542;0.06848047110364441;0.013011152416356975;0.0530691894842803;0.07495069033530566
1975-10-01;0.005494505494505475;0.0679635269676595;0.016666666666666607;0.06835192901234532;0.07647058823529407;0.005504587155963359;0.06809203019196475;0.014814814814814836;0.06058918600559626;0.07031249999999978
1975-11-01;0.007285974499089187;0.0910218347317544;0.020295202952029356;0.08368579103482854;0.0737864077669903;0.007299270072992803;0.09119465732535836;0.01845018450184499;0.07586843219295591;0.06976744186046524
1975-12-01;0.005424954792043524;0.0670774034348578;0.01831501831501825;0.07529739950661996;0.07129094412331405;0.005434782608695565;0.06720257563998655;0.0183486238532109;0.07543935061607909;0.06730769230769229
1976-01-01;0.003597122302158251;0.04402978376989575;0.016393442622950838;0.06720393510224487;0.06692160611854692;0.007207207207207134;0.08999849216362854;0.02007299270072993;0.08274203501250899;0.06883365200764824
1976-02-01;0.0017921146953405742;0.021718618271799217;0.010849909584086825;0.04411108445114276;0.06273764258555126;0.005366726296959001;0.0663360509553641;0.018115942028985588;0.07445678164890279;0.06439393939393945
1976-03-01;0.0017889087656530744;0.021679382581881068;0.007194244604316502;0.029089013443174272;0.06060606060606055;0.005338078291814874;0.06597148412385323;0.018018018018018056;0.07404346943301543;0.0660377358490567
1976-04-01;0.0017857142857142794;0.021640288393194984;0.005376344086021501;0.021679429248508963;0.05849056603773595;0.0035398230088496963;0.04331471531187914;0.014311270125223707;0.058485721669954804;0.06378986866791747
1976-05-01;0.005347593582887722;0.06609256049237322;0.008944543828264706;0.036261073327672255;0.062146892655367214;0.005291005291005346;0.06537269383829036;0.014234875444839812;0.05816687065938009;0.06542056074766345
1976-06-01;0.005319148936170359;0.06573065691229907;0.012499999999999956;0.05094533691406222;0.059813084112149584;0.0035087719298245723;0.042927399918262;0.012389380530973604;0.05048613310337546;0.06319702602230493
1976-07-01;0.005291005291005346;0.06537269383829036;0.016042780748663166;0.06573192989345666;0.05555555555555558;0.006993006993006867;0.08722005678354594;0.015873015873015817;0.06501983976218795;0.06666666666666665
1976-08-01;0.0052631578947368585;0.06501860728058628;0.015957446808510634;0.06537394635146221;0.05719557195571956;0.005208333333333259;0.06432181460634867;0.015789473684210575;0.06466954750193765;0.06826568265682642
1976-09-01;0.00523560209424101;0.06466833462706023;0.015873015873015817;0.06501983976218795;0.05494505494505497;0.005181347150259086;0.06397898725218876;0.0174825174825175;0.0717853671659825;0.06788990825688068
1976-10-01;0.005208333333333259;0.06432181460634867;0.015789473684210575;0.06466954750193765;0.05464480874316946;0.005154639175257714;0.06363979386883134;0.015625;0.06398016214370728;0.0675182481751826
1976-11-01;0.003454231433505983;0.0422474085197011;0.013961605584642323;0.05702690486165207;0.05063291139240511;0.0034188034188034067;0.041805922468483026;0.013816925734024155;0.05642373501768527;0.06340579710144922
1976-12-01;0.005163511187607606;0.06375245812734298;0.01388888888888884;0.05672371690910283;0.050359712230215736;0.0034071550255536653;0.041660803518196676;0.012027491408934665;0.04898490947403489;0.0612612612612613
1977-01-01;0.005136986301369939;0.06341565539468608;0.013816925734024155;0.05642373501768527;0.051971326164874654;0.00679117147707986;0.0846079487684297;0.013675213675213627;0.05583318817571725;0.06082289803220031
1977-02-01;0.010221465076660996;0.12979358741634472;0.0206540447504302;0.08521114156751941;0.06082289803220031;0.006745362563237878;0.08401590209427523;0.017035775127768327;0.06990426687198958;0.06227758007117434
1977-03-01;0.005059021922428464;0.0624262597412506;0.020547945205479534;0.08475997025660886;0.06428571428571428;0.005025125628140614;0.06199636697089006;0.018675721561969505;0.07682175841741423;0.06194690265486735
1977-04-01;0.006711409395973034;0.08357727344123367;0.022146507666098714;0.09157252662961746;0.06951871657754016;0.004999999999999893;0.06167781186449828;0.01686340640809436;0.06917913544474952;0.06349206349206349
1977-05-01;0.0033333333333334103;0.040741542919790596;0.01517706576728517;0.06210435982220397;0.06737588652482285;0.004975124378109541;0.06136251275051219;0.015075376884422065;0.06167886565921887;0.06315789473684208
1977-06-01;0.004983388704318914;0.06146725376411499;0.015100671140939603;0.06178469181540658;0.06701940035273357;0.0066006600660066805;0.08214767359438468;0.016666666666666607;0.06835192901234532;0.06643356643356646
1977-07-01;0.0049586776859502635;0.061154097664519735;0.013333333333333197;0.05440951308641928;0.06666666666666665;0.003278688524590123;0.04006156044769571;0.014925373134328401;0.06105144224978876;0.0625
1977-08-01;0.00493421052631593;0.06084411536271861;0.014950166112956742;0.06115512510326959;0.06631762652705064;0.004901960784313708;0.060435659834243705;0.014851485148514865;0.060742491877385785;0.06217616580310881
1977-09-01;0.003273322422258529;0.03999480835595359;0.013223140495867813;0.053950949564809614;0.06423611111111094;0.004878048780487809;0.060132898081893815;0.013114754098360715;0.05350004940833886;0.061855670103092786
1977-10-01;0.004893964110930016;0.060334401162494;0.013157894736842257;0.05367950220033668;0.06390328151986191;0.003236245954692629;0.0395336997448017;0.013071895424836555;0.053321792209175545;0.05982905982905984
1977-11-01;0.006493506493506551;0.08076613517952169;0.014729950900163713;0.06023446331382232;0.06712564543889843;0.004838709677419395;0.0596349785709569;0.01300813008130075;0.05305662214510787;0.061328790459965754
1977-12-01;0.004838709677419395;0.0596349785709569;0.01631321370309946;0.0668670164318379;0.0667808219178081;0.006420545746388617;0.07982637264843229;0.014563106796116498;0.059537331053854725;0.06451612903225823
1978-01-01;0.006420545746388617;0.07982637264843229;0.017857142857142794;0.07336471538551614;0.0681431005110733;0.006379585326953707;0.0792991150287008;0.01774193548387104;0.0728788376293017;0.06408094435075884
1978-02-01;0.004784688995215225;0.05895158194584993;0.016129032258064502;0.06609385438988391;0.062394603709949426;0.004754358161648042;0.05856805437981594;0.017656500802568198;0.07251863032234884;0.061976549413735205
1978-03-01;0.006349206349206327;0.07890821806073167;0.017656500802568198;0.07251863032234884;0.06375838926174482;0.006309148264984188;0.07839297501778808;0.01754385964912264;0.07204385448618211;0.06333333333333324
1978-04-01;0.007886435331230235;0.09885200089077961;0.019138755980861122;0.07878095146755881;0.06499999999999995;0.00783699059561127;0.09820528768244796;0.019017432646592614;0.07826734944065206;0.06633499170812596
1978-05-01;0.009389671361502261;0.1186810405987444;0.023809523809523725;0.09869376700037491;0.0714285714285714;0.0062208398133749565;0.07725791312574892;0.020504731861198833;0.08457625275845904;0.06765676567656764
1978-06-01;0.007751937984496138;0.09709365689948601;0.025236593059936974;0.10483238293249664;0.07438016528925617;0.007727975270479082;0.09678065244651624;0.021943573667711602;0.09070591420032925;0.06885245901639347
1978-07-01;0.007692307692307665;0.09631490895747485;0.025039123630672844;0.10398142775848407;0.07730263157894735;0.006134969325153339;0.07615523761454424;0.020217729393467998;0.08335668066661683;0.07189542483660127
1978-08-01;0.006106870229007688;0.07579463774211748;0.02170542635658923;0.08968958450782583;0.07855973813420625;0.007621951219512146;0.0953967330003136;0.02163833075734134;0.0894033721728762;0.0747967479674796
1978-09-01;0.009104704097116834;0.1148970556073663;0.023076923076922995;0.09555240012604571;0.08482871125611746;0.00907715582450841;0.11453187395597864;0.02300613496932513;0.09524922044953188;0.07928802588996775
1978-10-01;0.009022556390977376;0.11380842438791694;0.02442748091603053;0.10134879435027089;0.08928571428571419;0.007496251874062887;0.09375806818668786;0.024390243902439046;0.101188670945632;0.08387096774193559
1978-11-01;0.005961251862891315;0.07392766931278105;0.02427921092564489;0.10071132013348283;0.08870967741935476;0.005952380952380931;0.07381403168480016;0.0226928895612708;0.09390837123469309;0.08507223113964679
1978-12-01;0.005925925925926112;0.07347520447311662;0.021052631578947434;0.08690732575716908;0.08988764044943842;0.00591715976331364;0.07336295198683263;0.019490254872563728;0.08026999905668553;0.08452950558213712
1979-01-01;0.008836524300441795;0.11134670584535789;0.02086438152011927;0.08610598101529066;0.09250398724082931;0.007352941176470562;0.09189255661621809;0.019345238095238138;0.07965548076817264;0.0855784469096672
1979-02-01;0.010218978102189746;0.129760211806782;0.0251851851851852;0.10461080358828179;0.09841269841269851;0.010218978102189746;0.129760211806782;0.02366863905325456;0.0980891339998955;0.09148264984227139
1979-03-01;0.010115606936416333;0.12837375287269248;0.02945508100147265;0.12312890864439585;0.10252365930599372;0.00867052023121384;0.10915422534417552;0.026470588235294024;0.11016118708169165;0.09404388714733547
1979-04-01;0.010014306151645114;0.127016576100496;0.03065693430656924;0.1283829576534019;0.10485133020344284;0.007163323782235054;0.08942874159673009;0.0262773722627736;0.10932554573295805;0.09331259720062213
